region,year,rainfall
EAST  RAJASTHAN ,2010,741.3
EAST MADHYA PRADESH,2010,966.3
"GUJARAT REGION, DADRA & NAGAR HAVELI",2010,1059.8
SAURASHTRA KUTCH & DIU,2010,1073.9
KOKAN & GOA,2010,3749.4
MADHYA MAHARASHTRA,2010,1006.3
MARATWADA ,2010,1039.4
VIDARBHA,2010,1355.2
CHATTISGARH,2010,1147.8
COSTAL ANDHRA PRADESH,2010,1624.9
TELENGANA,2010,1248.9
RAYALSEEMA,2010,907.1
TAMIL NADU & PONDICHERRY,2010,1122.2
COASTAL KARNATAKA,2010,4007.5
NORTH INTERIOR KARNATAKA,2010,857.3
SOUTH INTERIOR KARNATAKA,2010,1308.7
KERALA,2010,3142
LAKSHADWEEP ,2010,1725.4
ANDAMAN & NICOBAR ISLANDS,2011,3833.5
ASSAM & MEGHALAYA,2011,1758.3
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2011,1655
SUB-HIMALAYAN W BENGAL & SIKKIM,2011,2360
GANGETIC WEST BENGAL,2011,1671.7
ORISSA,2011,1300.2
JHARKHAND,2011,1274.8
BIHAR ,2011,1217.3
EAST UTTAR PRADESH,2011,874.9
WEST UTTAR PRADESH,2011,776
UTTARANCHAL,2011,1708.2
"HARYANA, DELHI & CHANDIGARH",2011,433
PUNJAB ,2011,533.6
HIMACHAL PRADESH,2011,1051.8
WEST RAJASTHAN ,2011,426.7
EAST  RAJASTHAN ,2011,849.1
EAST MADHYA PRADESH,2011,1220.7
"GUJARAT REGION, DADRA & NAGAR HAVELI",2011,903.9
SAURASHTRA KUTCH & DIU,2011,725
KOKAN & GOA,2011,3842.4
MADHYA MAHARASHTRA,2011,842.9
MARATWADA ,2011,685.7
VIDARBHA,2011,958.5
CHATTISGARH,2011,1313
COSTAL ANDHRA PRADESH,2011,835.5
TELENGANA,2011,739.6
RAYALSEEMA,2011,642.8
TAMIL NADU & PONDICHERRY,2011,1013.8
COASTAL KARNATAKA,2011,4146.4
NORTH INTERIOR KARNATAKA,2011,620.2
SOUTH INTERIOR KARNATAKA,2011,1040.5
KERALA,2011,3041.6
LAKSHADWEEP ,2011,1531.4
ANDAMAN & NICOBAR ISLANDS,2012,3516
ASSAM & MEGHALAYA,2012,2321.3
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2012,1669.2
SUB-HIMALAYAN W BENGAL & SIKKIM,2012,2630.3
GANGETIC WEST BENGAL,2012,1258.2
ORISSA,2012,1430.2
JHARKHAND,2012,1102
BIHAR ,2012,924.1
EAST UTTAR PRADESH,2012,853.6
WEST UTTAR PRADESH,2012,582.7
UTTARANCHAL,2012,1309.8
"HARYANA, DELHI & CHANDIGARH",2012,313.6
PUNJAB ,2012,338.9
HIMACHAL PRADESH,2012,1035
WEST RAJASTHAN ,2012,318.3
EAST  RAJASTHAN ,2012,695.8
EAST MADHYA PRADESH,2012,1096.9
"GUJARAT REGION, DADRA & NAGAR HAVELI",2012,652
SAURASHTRA KUTCH & DIU,2012,315.3
KOKAN & GOA,2012,2993.9
MADHYA MAHARASHTRA,2012,664.2
MARATWADA ,2012,538.2
VIDARBHA,2012,1090.2
CHATTISGARH,2012,1366.8
COSTAL ANDHRA PRADESH,2012,1183.4
TELENGANA,2012,972.7
RAYALSEEMA,2012,665.1
TAMIL NADU & PONDICHERRY,2012,708
COASTAL KARNATAKA,2012,3395
NORTH INTERIOR KARNATAKA,2012,529.4
SOUTH INTERIOR KARNATAKA,2012,832
KERALA,2012,2187.6
LAKSHADWEEP ,2012,1433.2
ANDAMAN & NICOBAR ISLANDS,2013,2855.4
ASSAM & MEGHALAYA,2013,1682.6
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2013,1430
SUB-HIMALAYAN W BENGAL & SIKKIM,2013,2187.5
GANGETIC WEST BENGAL,2013,1446.4
ORISSA,2013,1240.1
JHARKHAND,2013,972.4
BIHAR ,2013,872.3
EAST UTTAR PRADESH,2013,942.9
WEST UTTAR PRADESH,2013,855.6
UTTARANCHAL,2013,1699.2
"HARYANA, DELHI & CHANDIGARH",2013,446.5
PUNJAB ,2013,557.7
HIMACHAL PRADESH,2013,1155.4
WEST RAJASTHAN ,2013,378.4
EAST  RAJASTHAN ,2013,802.7
EAST MADHYA PRADESH,2013,1396.2
"GUJARAT REGION, DADRA & NAGAR HAVELI",2013,1190.6
SAURASHTRA KUTCH & DIU,2013,789.2
KOKAN & GOA,2013,3525.3
MADHYA MAHARASHTRA,2013,899.4
MARATWADA ,2013,773.1
VIDARBHA,2013,1386.7
CHATTISGARH,2013,1243.4
COSTAL ANDHRA PRADESH,2013,626.8
TELENGANA,2013,1021
RAYALSEEMA,2013,511.7
TAMIL NADU & PONDICHERRY,2013,448.6
COASTAL KARNATAKA,2013,3762.8
NORTH INTERIOR KARNATAKA,2013,618.1
SOUTH INTERIOR KARNATAKA,2013,979.6
KERALA,2013,2823.7
LAKSHADWEEP ,2013,1248.7
ANDAMAN & NICOBAR ISLANDS,2014,2622.4
ASSAM & MEGHALAYA,2014,2171.9
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2014,1599.9
SUB-HIMALAYAN W BENGAL & SIKKIM,2014,2322.6
GANGETIC WEST BENGAL,2014,1241.7
ORISSA,2014,1536.9
JHARKHAND,2014,1156.6
BIHAR ,2014,1061
EAST UTTAR PRADESH,2014,701.4
WEST UTTAR PRADESH,2014,487
UTTARANCHAL,2014,1287.4
"HARYANA, DELHI & CHANDIGARH",2014,305.6
PUNJAB ,2014,382.7
HIMACHAL PRADESH,2014,1019.9
WEST RAJASTHAN ,2014,302.4
EAST  RAJASTHAN ,2014,683
EAST MADHYA PRADESH,2014,924.1
"GUJARAT REGION, DADRA & NAGAR HAVELI",2014,792.2
SAURASHTRA KUTCH & DIU,2014,467.8
KOKAN & GOA,2014,2913.2
MADHYA MAHARASHTRA,2014,838
MARATWADA ,2014,548.9
VIDARBHA,2014,919.2
CHATTISGARH,2014,1274.7
COSTAL ANDHRA PRADESH,2014,777.4
TELENGANA,2014,685.6
RAYALSEEMA,2014,523.4
TAMIL NADU & PONDICHERRY,2014,913.2
COASTAL KARNATAKA,2014,3563.9
NORTH INTERIOR KARNATAKA,2014,756.8
SOUTH INTERIOR KARNATAKA,2014,1184.1
KERALA,2014,3046.4
